proteinID,geneID
COMP_HUMAN,COMP
ACADV_HUMAN,ACADVL
YLPM1_HUMAN,YLPM1
ACOT2_HUMAN,ACOT2
VPS41_HUMAN,VPS41
TMEDA_HUMAN,TMED10
RBM25_HUMAN,RBM25
NUMB_HUMAN,NUMB
RGS6_HUMAN,RGS6
CLK1_HUMAN,CLK1
CLK2_HUMAN,CLK2
CLK3_HUMAN,CLK3
PLGF_HUMAN,PGF
VEGFB_HUMAN,VEGFB
VEGFC_HUMAN,VEGFC
PSN1_HUMAN,PSEN1
EI2BB_HUMAN,EIF2B2
FLT3L_HUMAN,FLT3LG
HINT1_HUMAN,HINT1
TIG1_HUMAN,RARRES1
FHIT_HUMAN,FHIT
NU153_HUMAN,NUP153
RBP2_HUMAN,RANBP2
RGS19_HUMAN,RGS19
RGS3_HUMAN,RGS3
RGS4_HUMAN,RGS4
RGS7_HUMAN,RGS7
PSN2_HUMAN,PSEN2
TSC2_HUMAN,TSC2
NDUV1_HUMAN,NDUFV1
GSK3A_HUMAN,GSK3A
GSK3B_HUMAN,GSK3B
STK19_HUMAN,STK19
TAF6_HUMAN,TAF6
KLK7_HUMAN,KLK7
GRAK_HUMAN,GZMK
ST1E1_HUMAN,SULT1E1
IOD1_HUMAN,DIO1
MCSP_HUMAN,SMCP
5NTC_HUMAN,NT5C2
SPS1_HUMAN,SEPHS1
SEPP1_HUMAN,SELENOP
ZN165_HUMAN,ZNF165
CAMP_HUMAN,CAMP
MTHFS_HUMAN,MTHFS
GUAA_HUMAN,GMPS
DNLI3_HUMAN,LIG3
DNLI4_HUMAN,LIG4
CDN1C_HUMAN,CDKN1C
MRE11_HUMAN,MRE11
ENTP1_HUMAN,ENTPD1
AGTR2_HUMAN,AGTR2
KHK_HUMAN,KHK
HNMT_HUMAN,HNMT
GNAQ_HUMAN,GNAQ
GBG4_HUMAN,GNG4
GBG10_HUMAN,GNG10
IDH3A_HUMAN,IDH3A
MNX1_HUMAN,MNX1
MEOX1_HUMAN,MEOX1
MEOX2_HUMAN,MEOX2
ST1A1_HUMAN,SULT1A1
ST1A2_HUMAN,SULT1A2
CRIP1_HUMAN,CRIP1
MMP14_HUMAN,MMP14
PPOX_HUMAN,PPOX
NPY4R_HUMAN,NPY4R
GDIB_HUMAN,GDI2
EMD_HUMAN,EMD
5HT6R_HUMAN,HTR6
CPT1A_HUMAN,CPT1A
GATM_HUMAN,GATM
S26A2_HUMAN,SLC26A2
SPB8_HUMAN,SERPINB8
SPB9_HUMAN,SERPINB9
SERPH_HUMAN,SERPINH1
LHX2_HUMAN,LHX2
CSRP3_HUMAN,CSRP3
PDLI4_HUMAN,PDLIM4
F10A1_HUMAN,ST13
MXI1_HUMAN,MXI1
PEX5_HUMAN,PEX5
ERF_HUMAN,ERF
ETV1_HUMAN,ETV1
VASP_HUMAN,VASP
ASCL1_HUMAN,ASCL1
DYN2_HUMAN,DNM2
MAP2_HUMAN,METAP2
AP4A_HUMAN,NUDT2
TNF10_HUMAN,TNFSF10
TUB_HUMAN,TUB
CDK7_HUMAN,CDK7
TOB1_HUMAN,TOB1
BPL1_HUMAN,HLCS
KNTC1_HUMAN,KNTC1
RASF2_HUMAN,RASSF2
CDK9_HUMAN,CDK9
LRBA_HUMAN,LRBA
R144A_HUMAN,RNF144A
BCAM_HUMAN,BCAM
PPT1_HUMAN,PPT1
RL14_HUMAN,RPL14
TCPQ_HUMAN,CCT8
TCPD_HUMAN,CCT4
AT1A2_HUMAN,ATP1A2
ANX11_HUMAN,ANXA11
PAPOA_HUMAN,PAPOLA
FXR1_HUMAN,FXR1
FXR2_HUMAN,FXR2
GRAM_HUMAN,GZMM
RAB5C_HUMAN,RAB5C
RAB7A_HUMAN,RAB7A
RAB9A_HUMAN,RAB9A
RAB13_HUMAN,RAB13
RAB28_HUMAN,RAB28
RB27A_HUMAN,RAB27A
PDE6C_HUMAN,PDE6C
FABP6_HUMAN,FABP6
ATP4B_HUMAN,ATP4B
SCNNB_HUMAN,SCNN1B
SCNNG_HUMAN,SCNN1G
SCNND_HUMAN,SCNN1D
PLCD1_HUMAN,PLCD1
DAP1_HUMAN,DAP
RT29_HUMAN,DAP3
RORG_HUMAN,RORC
BLK_HUMAN,BLK
DUS3_HUMAN,DUSP3
INSL3_HUMAN,INSL3
MMP15_HUMAN,MMP15
MMP16_HUMAN,MMP16
NOVA1_HUMAN,NOVA1
DNA2_HUMAN,DNA2
SMCA2_HUMAN,SMARCA2
SMCA4_HUMAN,SMARCA4
IDH3G_HUMAN,IDH3G
GALK1_HUMAN,GALK1
SSRD_HUMAN,SSR4
BAP31_HUMAN,BCAP31
P2RX1_HUMAN,P2RX1
TPMT_HUMAN,TPMT
P2RY4_HUMAN,P2RY4
BRCA2_HUMAN,BRCA2
CP2J2_HUMAN,CYP2J2
RENBP_HUMAN,RENBP
MECP2_HUMAN,MECP2
HCFC1_HUMAN,HCFC1
IRAK1_HUMAN,IRAK1
CAV2_HUMAN,CAV2
AL3A2_HUMAN,ALDH3A2
SSDH_HUMAN,ALDH5A1
GPC3_HUMAN,GPC3
DHB4_HUMAN,HSD17B4
PSMD7_HUMAN,PSMD7
UB2D1_HUMAN,UBE2D1
CCL11_HUMAN,CCL11
GPM6A_HUMAN,GPM6A
CCR3_HUMAN,CCR3
CCR4_HUMAN,CCR4
CCR5_HUMAN,CCR5
CCR6_HUMAN,CCR6
CCR8_HUMAN,CCR8
CCR9_HUMAN,CCR9
SUOX_HUMAN,SUOX
SPHM_HUMAN,SGSH
ARSD_HUMAN,ARSD
ARSL_HUMAN,ARSL
STA5B_HUMAN,STAT5B
APLP1_HUMAN,APLP1
UBP11_HUMAN,USP11
KCNQ1_HUMAN,KCNQ1
CLCN2_HUMAN,CLCN2
CLCN3_HUMAN,CLCN3
CLCN4_HUMAN,CLCN4
CLCN5_HUMAN,CLCN5
CLCN6_HUMAN,CLCN6
CLCN7_HUMAN,CLCN7
CLCKA_HUMAN,CLCNKA
CLCKB_HUMAN,CLCNKB
PLXA3_HUMAN,PLXNA3
DYLT3_HUMAN,DYNLT3
VAMP7_HUMAN,VAMP7
GP143_HUMAN,GPR143
XK_HUMAN,XK
KS6A3_HUMAN,RPS6KA3
BMX_HUMAN,BMX
ZNF41_HUMAN,ZNF41
AFF2_HUMAN,AFF2
PRKX_HUMAN,PRKX
AFF1_HUMAN,AFF1
AFF3_HUMAN,AFF3
ADCY7_HUMAN,ADCY7
GUC2F_HUMAN,GUCY2F
NR0B1_HUMAN,NR0B1
TKTL1_HUMAN,TKTL1
AK1D1_HUMAN,AKR1D1
HDGF_HUMAN,HDGF
CASP5_HUMAN,CASP5
LUM_HUMAN,LUM
PRELP_HUMAN,PRELP
CCNH_HUMAN,CCNH
MAT1_HUMAN,MNAT1
NEK2_HUMAN,NEK2
NEK3_HUMAN,NEK3
NEK4_HUMAN,NEK4
CCNG1_HUMAN,CCNG1
UB2E1_HUMAN,UBE2E1
NDUA8_HUMAN,NDUFA8
ROA3_HUMAN,HNRNPA3
FUT6_HUMAN,FUT6
MYOM1_HUMAN,MYOM1
RND2_HUMAN,RND2
6PGD_HUMAN,PGD
HNRPM_HUMAN,HNRNPM
IMA1_HUMAN,KPNA2
IMA5_HUMAN,KPNA1
NCBP2_HUMAN,NCBP2
GDS1_HUMAN,RAP1GDS1
JAK3_HUMAN,JAK3
DGKE_HUMAN,DGKE
RPAB3_HUMAN,POLR2H
RPB11_HUMAN,POLR2J
MP2K6_HUMAN,MAP2K6
GDIR1_HUMAN,ARHGDIA
GDIR2_HUMAN,ARHGDIB
CTR2_HUMAN,SLC7A2
AGFG1_HUMAN,AGFG1
HNRPF_HUMAN,HNRNPF
STAT2_HUMAN,STAT2
TF2AA_HUMAN,GTF2A1
T2AG_HUMAN,GTF2A2
MSH6_HUMAN,MSH6
KIF11_HUMAN,KIF11
VAV2_HUMAN,VAV2
ZN133_HUMAN,ZNF133
ZN140_HUMAN,ZNF140
ZN131_HUMAN,ZNF131
ZN135_HUMAN,ZNF135
ZN138_HUMAN,ZNF138
ZN143_HUMAN,ZNF143
RBM5_HUMAN,RBM5
CHIO_HUMAN,CHN2
RIDA_HUMAN,RIDA
SPSY_HUMAN,SMS
HXK2_HUMAN,HK2
HXK3_HUMAN,HK3
EFNA3_HUMAN,EFNA3
EFNA4_HUMAN,EFNA4
EFNB2_HUMAN,EFNB2
EFNA5_HUMAN,EFNA5
RM12_HUMAN,MRPL12
STC1_HUMAN,STC1
DGKQ_HUMAN,DGKQ
NDST1_HUMAN,NDST1
NDST2_HUMAN,NDST2
THOP1_HUMAN,THOP1
AK1C2_HUMAN,AKR1C2
CAZA1_HUMAN,CAPZA1
HMGA2_HUMAN,HMGA2
PDX1_HUMAN,PDX1
NUP98_HUMAN,NUP98
GBX2_HUMAN,GBX2
NKX25_HUMAN,NKX2
LBX1_HUMAN,LBX1
NAR1_HUMAN,ART1
BIEA_HUMAN,BLVRA
TXTP_HUMAN,SLC25A1
PPP5_HUMAN,PPP5C
PLK1_HUMAN,PLK1
DAPK1_HUMAN,DAPK1
ARFP2_HUMAN,ARFIP2
ARFP1_HUMAN,ARFIP1
NUDT6_HUMAN,NUDT6
NUBP1_HUMAN,NUBP1
ACLY_HUMAN,ACLY
CO4A4_HUMAN,COL4A4
FOSB_HUMAN,FOSB
CEBPG_HUMAN,CEBPG
MAP11_HUMAN,METAP1
SUCA_HUMAN,SUCLG1
MVD1_HUMAN,MVD
PGTB1_HUMAN,PGGT1B
PGTB2_HUMAN,RABGGTB
COPB_HUMAN,COPB1
COPA_HUMAN,COPA
CATC_HUMAN,CTSC
LIMK1_HUMAN,LIMK1
LIMK2_HUMAN,LIMK2
CRBA2_HUMAN,CRYBA2
CRBA4_HUMAN,CRYBA4
CRBB1_HUMAN,CRYBB1
CLH2_HUMAN,CLTCL1
AP3M2_HUMAN,AP3M2
AP2S1_HUMAN,AP2S1
CCHL_HUMAN,HCCS
ITA8_HUMAN,ITGA8
MK12_HUMAN,MAPK12
MK10_HUMAN,MAPK10
SC5A3_HUMAN,SLC5A3
PTTG_HUMAN,PTTG1IP
RPAB4_HUMAN,POLR2K
TTC3_HUMAN,TTC3
RCAN1_HUMAN,RCAN1
SMTN_HUMAN,SMTN
PLAT3_HUMAN,PLAAT3
MOT1_HUMAN,SLC16A1
IST1_HUMAN,IST1
SC24C_HUMAN,SEC24C
TCP4_HUMAN,SUB1
DPOG1_HUMAN,POLG
ICLN_HUMAN,CLNS1A
CRIS1_HUMAN,CRISP1
CRIS3_HUMAN,CRISP3
BLM_HUMAN,BLM
SYRC_HUMAN,RARS1
HIRA_HUMAN,HIRA
VMAT1_HUMAN,SLC18A1
ATX3_HUMAN,ATXN3
ATX1_HUMAN,ATXN1
HAP1_HUMAN,HAP1
ATN1_HUMAN,ATN1
TERF1_HUMAN,TERF1
PMS1_HUMAN,PMS1
PMS2_HUMAN,PMS2
CACB3_HUMAN,CACNB3
CA2D1_HUMAN,CACNA2D1
MYOM2_HUMAN,MYOM2
LIPR1_HUMAN,PNLIPRP1
OAZ1_HUMAN,OAZ1
SYYC_HUMAN,YARS1
UBP14_HUMAN,USP14
AAKG1_HUMAN,PRKAG1
AAPK2_HUMAN,PRKAA2
HSP72_HUMAN,HSPA2
BCAT1_HUMAN,BCAT1
AT12A_HUMAN,ATP12A
AT1B3_HUMAN,ATP1B3
ATNG_HUMAN,FXYD2
RD23A_HUMAN,RAD23A
RD23B_HUMAN,RAD23B
PDE1A_HUMAN,PDE1A
EPHB3_HUMAN,EPHB3
EPHA5_HUMAN,EPHA5
EPHB4_HUMAN,EPHB4
EPHB1_HUMAN,EPHB1
EPHA4_HUMAN,EPHA4
ARSF_HUMAN,ARSF
ANAG_HUMAN,NAGLU
GALC_HUMAN,GALC
KAD2_HUMAN,AK2
PRRX1_HUMAN,PRRX1
PTN5_HUMAN,PTPN5
GYS2_HUMAN,GYS2
NRL_HUMAN,NRL
EMP1_HUMAN,EMP1
EMP2_HUMAN,EMP2
EMP3_HUMAN,EMP3
UDB15_HUMAN,UGT2B15
HMCS2_HUMAN,HMGCS2
P5CS_HUMAN,ALDH18A1
SNAA_HUMAN,NAPA
ADPRH_HUMAN,ADPRH
SLUR1_HUMAN,SLURP1
MFAP2_HUMAN,MFAP2
AIF1_HUMAN,AIF1
IF5_HUMAN,EIF5
S12A2_HUMAN,SLC12A2
S12A3_HUMAN,SLC12A3
PSMD4_HUMAN,PSMD4
DRG2_HUMAN,DRG2
GEM_HUMAN,GEM
RAD_HUMAN,RRAD
NR1H2_HUMAN,NR1H2
APOC4_HUMAN,APOC4
PLTP_HUMAN,PLTP
XPO2_HUMAN,CSE1L
BI1_HUMAN,TMBIM6
AQP5_HUMAN,AQP5
TERA_HUMAN,VCP
IOD3_HUMAN,DIO3
FGF8_HUMAN,FGF8
MFAP1_HUMAN,MFAP1
MFAP4_HUMAN,MFAP4
ECHB_HUMAN,HADHB
PAR2_HUMAN,F2RL1
AQP4_HUMAN,AQP4
UCN1_HUMAN,UCN
GDF10_HUMAN,GDF10
MANF_HUMAN,MANF
MTP_HUMAN,MTTP
NCKPL_HUMAN,NCKAP1L
AFAD_HUMAN,AFDN
AF10_HUMAN,MLLT10
AF17_HUMAN,MLLT6
ELL_HUMAN,ELL
BRPF1_HUMAN,BRPF1
NP1L1_HUMAN,NAP1L1
CASP7_HUMAN,CASP7
CASP9_HUMAN,CASP9
CASP6_HUMAN,CASP6
GP2_HUMAN,GP2
ADK_HUMAN,ADK
DSRAD_HUMAN,ADAR
LAMB2_HUMAN,LAMB2
CDN2D_HUMAN,CDKN2D
CADH4_HUMAN,CDH4
CADH6_HUMAN,CDH6
CADH8_HUMAN,CDH8
CAD11_HUMAN,CDH11
CAD12_HUMAN,CDH12
CAD13_HUMAN,CDH13
CAD15_HUMAN,CDH15
FOXG1_HUMAN,FOXG1
FOXA1_HUMAN,FOXA1
FOXA3_HUMAN,FOXA3
TPD52_HUMAN,TPD52
LMIP_HUMAN,LIM2
ANM2_HUMAN,PRMT2
PKNX1_HUMAN,PKNOX1
SEC13_HUMAN,SEC13
NH2L1_HUMAN,SNU13
PAX9_HUMAN,PAX9
CCL23_HUMAN,CCL23
CCL18_HUMAN,CCL18
PSA_HUMAN,NPEPPS
ALR_HUMAN,GFER
HNRH2_HUMAN,HNRNPH2
SCOT1_HUMAN,OXCT1
UCP2_HUMAN,UCP2
SUMO3_HUMAN,SUMO3
EIF3B_HUMAN,EIF3B
RAG2_HUMAN,RAG2
FCGRN_HUMAN,FCGRT
UCP3_HUMAN,UCP3
BID_HUMAN,BID
ATPK_HUMAN,ATP5MF
GFRA1_HUMAN,GFRA1
DLX1_HUMAN,DLX1
DLX5_HUMAN,DLX5
TPTE_HUMAN,TPTE
NDUV3_HUMAN,NDUFV3
RRP1_HUMAN,RRP1
SYMC_HUMAN,MARS1
ITA1_HUMAN,ITGA1
CATW_HUMAN,CTSW
ARP19_HUMAN,ARPP19
MAZ_HUMAN,MAZ
MTCP1_HUMAN,MTCP1
TCL1A_HUMAN,TCL1A
DPOE2_HUMAN,POLE2
P2RX3_HUMAN,P2RX3
AP1S2_HUMAN,AP1S2
ATP5E_HUMAN,ATP5F1E
LEG4_HUMAN,LGALS4
HDAC4_HUMAN,HDAC4
IF6_HUMAN,EIF6
CAV3_HUMAN,CAV3
CTBP2_HUMAN,CTBP2
NDUA6_HUMAN,NDUFA6
TM50B_HUMAN,TMEM50B
ARL4C_HUMAN,ARL4C
PEX3_HUMAN,PEX3
NDK5_HUMAN,NME5
PER3_HUMAN,PER3
SOX10_HUMAN,SOX10
KCNQ4_HUMAN,KCNQ4
WNT3_HUMAN,WNT3
WNT3A_HUMAN,WNT3A
WNT4_HUMAN,WNT4
WNT7B_HUMAN,WNT7B
RP1_HUMAN,RP1
NETR_HUMAN,PRSS12
CLD15_HUMAN,CLDN15
CLD6_HUMAN,CLDN6
CLD8_HUMAN,CLDN8
CLD17_HUMAN,CLDN17
BACE1_HUMAN,BACE1
EP3B_HUMAN,EDDM3B
GSC_HUMAN,GSC
DHB7_HUMAN,HSD17B7
BCAR1_HUMAN,BCAR1
STX17_HUMAN,STX17
NRG3_HUMAN,NRG3
RBM11_HUMAN,RBM11
H2BFS_HUMAN,H2BC12L
PIGP_HUMAN,PIGP
DSCR6_HUMAN,RIPPLY3
G6PT2_HUMAN,SLC37A1
HUNK_HUMAN,HUNK
SIK1_HUMAN,SIK1
PRD15_HUMAN,PRDM15
SOX8_HUMAN,SOX8
UBS3A_HUMAN,UBASH3A
CF298_HUMAN,CFAP298
RIPK4_HUMAN,RIPK4
WDR4_HUMAN,WDR4
TBX4_HUMAN,TBX4
SCND1_HUMAN,SCAND1
JAM2_HUMAN,JAM2
TMM33_HUMAN,TMEM33
NAC3_HUMAN,SLC8A3
SYJ2B_HUMAN,SYNJ2BP
GEMI4_HUMAN,GEMIN4
EVC_HUMAN,EVC
KLF3_HUMAN,KLF3
PCBP3_HUMAN,PCBP3
TMPS3_HUMAN,TMPRSS3
RAB38_HUMAN,RAB38
CAR18_HUMAN,CARD18
RAB25_HUMAN,RAB25
CORO7_HUMAN,CORO7
CLD2_HUMAN,CLDN2
NU107_HUMAN,NUP107
GSDMD_HUMAN,GSDMD
SNX16_HUMAN,SNX16
RGS8_HUMAN,RGS8
SELB_HUMAN,EEFSEC
KCNKA_HUMAN,KCNK10
CABP4_HUMAN,CABP4
SESN2_HUMAN,SESN2
SESN3_HUMAN,SESN3
FOXL2_HUMAN,FOXL2
EPIPL_HUMAN,EPPK1
LOXL3_HUMAN,LOXL3
VSX2_HUMAN,VSX2
ANTR2_HUMAN,ANTXR2
MLF1_HUMAN,MLF1
ATS12_HUMAN,ADAMTS12
NRX1B_HUMAN,NRXN1
NRX2B_HUMAN,NRXN2
CLRN1_HUMAN,CLRN1
FAM3B_HUMAN,FAM3B
MTPN_HUMAN,MTPN
S26A5_HUMAN,SLC26A5
TIRAP_HUMAN,TIRAP
H2B1D_HUMAN,H2BC5
NLRP6_HUMAN,NLRP6
NAL12_HUMAN,NLRP12
NALP5_HUMAN,NLRP5
DAOA_HUMAN,DAOA
RAB15_HUMAN,RAB15
ATS20_HUMAN,ADAMTS20
T2R19_HUMAN,TAS2R19
DEF1_HUMAN,DEFA1
DEF3_HUMAN,DEFA3
AP3S2_HUMAN,AP3S2
Z280A_HUMAN,ZNF280A
BPIB4_HUMAN,BPIFB4
D131A_HUMAN,DEFB131A
LIRA4_HUMAN,LILRA4
DJB13_HUMAN,DNAJB13
ZN445_HUMAN,ZNF445
MCCD1_HUMAN,MCCD1
KR121_HUMAN,KRTAP12
KR122_HUMAN,KRTAP12
ARPC4_HUMAN,ARPC4
APC15_HUMAN,ANAPC15
KR10A_HUMAN,KRTAP10
DEFB1_HUMAN,DEFB1
CD81_HUMAN,CD81
SC61G_HUMAN,SEC61G
TPIS_HUMAN,TPI1
MYPR_HUMAN,PLP1
EIF3E_HUMAN,EIF3E
NANO2_HUMAN,NANOS2
NANO3_HUMAN,NANOS3
KR123_HUMAN,KRTAP12
KR124_HUMAN,KRTAP12
KR102_HUMAN,KRTAP10
KR105_HUMAN,KRTAP10
KR106_HUMAN,KRTAP10
KR104_HUMAN,KRTAP10
KR107_HUMAN,KRTAP10
KR108_HUMAN,KRTAP10
KR109_HUMAN,KRTAP10
KR10B_HUMAN,KRTAP10
SC61B_HUMAN,SEC61B
PTEN_HUMAN,PTEN
SYCY2_HUMAN,ERVFRD
PP4C_HUMAN,PPP4C
GBRL2_HUMAN,GABARAPL2
IL2_HUMAN,IL2
ROMO1_HUMAN,ROMO1
UB2G2_HUMAN,UBE2G2
MYL6_HUMAN,MYL6
ACTB_HUMAN,ACTB
RAC3_HUMAN,RAC3
IF4A1_HUMAN,EIF4A1
ZP1_HUMAN,ZP1
RS20_HUMAN,RPS20
SNP25_HUMAN,SNAP25
PRPS1_HUMAN,PRPS1
SEM1_HUMAN,SEM1
PSA6_HUMAN,PSMA6
S10AA_HUMAN,S100A10
CDC42_HUMAN,CDC42
DEST_HUMAN,DSTN
RAB8A_HUMAN,RAB8A
SPCS3_HUMAN,SPCS3
SRP54_HUMAN,SRP54
RAB4B_HUMAN,RAB4B
RAB2A_HUMAN,RAB2A
RAB5B_HUMAN,RAB5B
CKS1_HUMAN,CKS1B
RAB10_HUMAN,RAB10
CXCR4_HUMAN,CXCR4
UB2D3_HUMAN,UBE2D3
UBC12_HUMAN,UBE2M
UBE2K_HUMAN,UBE2K
UBE2N_HUMAN,UBE2N
RAB14_HUMAN,RAB14
ARP3_HUMAN,ACTR3
ARP2_HUMAN,ACTR2
ACTZ_HUMAN,ACTR1A
TM258_HUMAN,TMEM258
CSN2_HUMAN,COPS2
ARF3_HUMAN,ARF3
RPAB2_HUMAN,POLR2F
ABCE1_HUMAN,ABCE1
RAP1B_HUMAN,RAP1B
RAP2B_HUMAN,RAP2B
MAX_HUMAN,MAX
RS3A_HUMAN,RPS3A
RL26_HUMAN,RPL26
STX1B_HUMAN,STX1B
SMS_HUMAN,SST
PSME3_HUMAN,PSME3
HAND2_HUMAN,HAND2
RL15_HUMAN,RPL15
MGN_HUMAN,MAGOH
FGF12_HUMAN,FGF12
RL27_HUMAN,RPL27
ISL1_HUMAN,ISL1
VA0D1_HUMAN,ATP6V0D1
PHS_HUMAN,PCBD1
RL37A_HUMAN,RPL37A
RHOA_HUMAN,RHOA
RND3_HUMAN,RND3
NAA20_HUMAN,NAA20
NCALD_HUMAN,NCALD
CH10_HUMAN,HSPE1
S61A1_HUMAN,SEC61A1
LYSC_HUMAN,LYZ
SIA8F_HUMAN,ST8SIA6
PFD3_HUMAN,VBP1
STXB1_HUMAN,STXBP1
B2MG_HUMAN,B2M
DAD1_HUMAN,DAD1
TGFB2_HUMAN,TGFB2
NPC2_HUMAN,NPC2
COPZ1_HUMAN,COPZ1
IPKA_HUMAN,PKIA
RL37_HUMAN,RPL37
GBG11_HUMAN,GNG11
SUMO2_HUMAN,SUMO2
UFM1_HUMAN,UFM1
DCAF7_HUMAN,DCAF7
WDR5_HUMAN,WDR5
AP1S1_HUMAN,AP1S1
LMO4_HUMAN,LMO4
NTF2_HUMAN,NUTF2
HNRPK_HUMAN,HNRNPK
1433G_HUMAN,YWHAG
UBP46_HUMAN,USP46
RRAS2_HUMAN,RRAS2
TIM10_HUMAN,TIMM10
TSN5_HUMAN,TSPAN5
RS7_HUMAN,RPS7
PP1A_HUMAN,PPP1CA
PP1B_HUMAN,PPP1CB
NCS1_HUMAN,NCS1
PRS4_HUMAN,PSMC1
PRS8_HUMAN,PSMC5
RS8_HUMAN,RPS8
RS15A_HUMAN,RPS15A
RS16_HUMAN,RPS16
UB2G1_HUMAN,UBE2G1
UBE2H_HUMAN,UBE2H
1433E_HUMAN,YWHAE
RS14_HUMAN,RPS14
RS23_HUMAN,RPS23
RS18_HUMAN,RPS18
RS29_HUMAN,RPS29
RS13_HUMAN,RPS13
RS11_HUMAN,RPS11
RUXE_HUMAN,SNRPE
RUXF_HUMAN,SNRPF
RUXG_HUMAN,SNRPG
LSM3_HUMAN,LSM3
LSM6_HUMAN,LSM6
SMD1_HUMAN,SNRPD1
SMD2_HUMAN,SNRPD2
SMD3_HUMAN,SNRPD3
BTG1_HUMAN,BTG1
TYB4_HUMAN,TMSB4X
ARF6_HUMAN,ARF6
PRS10_HUMAN,PSMC6
SELT_HUMAN,SELENOT
TBPL1_HUMAN,TBPL1
RL7A_HUMAN,RPL7A
RPB7_HUMAN,POLR2G
RB11A_HUMAN,RAB11A
ERF1_HUMAN,ETF1
ERR3_HUMAN,ESRRG
CNBP_HUMAN,CNBP
YPEL5_HUMAN,YPEL5
RS4X_HUMAN,RPS4X
PP2AB_HUMAN,PPP2CB
ACTA_HUMAN,ACTA2
RHOB_HUMAN,RHOB
RL23A_HUMAN,RPL23A
RS6_HUMAN,RPS6
VISL1_HUMAN,VSNL1
H4_HUMAN,H4C1
H2B1C_HUMAN,H2BC4
RAB1A_HUMAN,RAB1A
RAN_HUMAN,RAN
RL23_HUMAN,RPL23
RAP1A_HUMAN,RAP1A
UB2D2_HUMAN,UBE2D2
RS15_HUMAN,RPS15
RS24_HUMAN,RPS24
RS25_HUMAN,RPS25
RS26_HUMAN,RPS26
RS28_HUMAN,RPS28
RS30_HUMAN,FAU
GBB1_HUMAN,GNB1
RPAB5_HUMAN,POLR2L
RBX1_HUMAN,RBX1
GBB2_HUMAN,GNB2
RL30_HUMAN,RPL30
RL39_HUMAN,RPL39
RL31_HUMAN,RPL31
RL10A_HUMAN,RPL10A
RL11_HUMAN,RPL11
RL8_HUMAN,RPL8
PPIA_HUMAN,PPIA
FKB1A_HUMAN,FKBP1A
RL41_HUMAN,RPL41
BLCAP_HUMAN,BLCAP
CCG7_HUMAN,CACNG7
RS27A_HUMAN,RPS27A
RL40_HUMAN,UBA52
GRB2_HUMAN,GRB2
TRA2B_HUMAN,TRA2B
RAC1_HUMAN,RAC1
AP2B1_HUMAN,AP2B1
VAMP2_HUMAN,VAMP2
GNAS2_HUMAN,GNAS
GNAI1_HUMAN,GNAI1
CANB1_HUMAN,PPP3R1
1433Z_HUMAN,YWHAZ
UBE2B_HUMAN,UBE2B
2ABA_HUMAN,PPP2R2A
RSMN_HUMAN,SNRPN
SUMO1_HUMAN,SUMO1
DYL1_HUMAN,DYNLL1
DYLT1_HUMAN,DYNLT1
RL38_HUMAN,RPL38
SKP1_HUMAN,SKP1
GBG1_HUMAN,GNGT1
GBG5_HUMAN,GNG5
RS21_HUMAN,RPS21
IF5A1_HUMAN,EIF5A
RACK1_HUMAN,RACK1
KCNJ2_HUMAN,KCNJ2
ACTG_HUMAN,ACTG1
ACTH_HUMAN,ACTG2
SPT4H_HUMAN,SUPT4H1
UBC9_HUMAN,UBE2I
TNNC1_HUMAN,TNNC1
PP2AA_HUMAN,PPP2CA
YBOX1_HUMAN,YBX1
SC11A_HUMAN,SEC11A
CSK2B_HUMAN,CSNK2B
TPM4_HUMAN,TPM4
ACTC_HUMAN,ACTC1
UB2L3_HUMAN,UBE2L3
EF1A1_HUMAN,EEF1A1
FKB1B_HUMAN,FKBP1B
ACTS_HUMAN,ACTA1
TBA1B_HUMAN,TUBA1B
TBA4A_HUMAN,TUBA4A
TBB4B_HUMAN,TUBB4B
CSK21_HUMAN,CSNK2A1
PA1B2_HUMAN,PAFAH1B2
H31_HUMAN,H3C1
HBB_HUMAN,HBB
HBG1_HUMAN,HBG1
HBG2_HUMAN,HBG2
HBA_HUMAN,HBA1
CXAR_HUMAN,CXADR
3BP2_HUMAN,SH3BP2
NOP14_HUMAN,NOP14
RNF4_HUMAN,RNF4
IGBP1_HUMAN,IGBP1
SHPS1_HUMAN,SIRPA
ADAM8_HUMAN,ADAM8
CP4F2_HUMAN,CYP4F2
SERB_HUMAN,PSPH
RBM6_HUMAN,RBM6
GPC5_HUMAN,GPC5
GBRE_HUMAN,GABRE
PITX1_HUMAN,PITX1
IF4G2_HUMAN,EIF4G2
RPP38_HUMAN,RPP38
RPP30_HUMAN,RPP30
GTF2I_HUMAN,GTF2I
ASIC1_HUMAN,ASIC1
DLG4_HUMAN,DLG4
PI42B_HUMAN,PIP4K2B
CNTP1_HUMAN,CNTNAP1
CTG1B_HUMAN,CTAG1A
SRPK2_HUMAN,SRPK2
ABCA4_HUMAN,ABCA4
PHC1_HUMAN,PHC1
NKX32_HUMAN,NKX3
KC1G2_HUMAN,CSNK1G2
CLD10_HUMAN,CLDN10
TCPB_HUMAN,CCT2
OLR1_HUMAN,OLR1
S35A2_HUMAN,SLC35A2
S35A1_HUMAN,SLC35A1
S35B1_HUMAN,SLC35B1
KRT83_HUMAN,KRT83
KRT85_HUMAN,KRT85
PRAME_HUMAN,PRAME
